match_id,match,teamInnings,battingPos,batsmanName,out/not_out,runs,balls,4s,6s,SR
T209997,Punjab Kings Vs KKR,KKR,6.00,AndreRussell,out,10.00,9.00,2.00,0.00,111.11
T209997,Punjab Kings Vs KKR,KKR,7.00,DineshKarthik,not_out,12.00,6.00,2.00,0.00,200.00
T202915,Super Kings Vs RCB,Super Kings,1.00,RuturajGaikwad,out,33.00,25.00,4.00,1.00,132.00
T202915,Super Kings Vs RCB,Super Kings,2.00,FafduPlessis,out,50.00,41.00,5.00,1.00,121.95
T202915,Super Kings Vs RCB,Super Kings,3.00,SureshRaina,out,24.00,18.00,1.00,3.00,133.33
T202915,Super Kings Vs RCB,Super Kings,4.00,AmbatiRayudu,out,14.00,7.00,1.00,1.00,200.00
T202915,Super Kings Vs RCB,Super Kings,5.00,RavindraJadeja,not_out,62.00,28.00,4.00,5.00,221.42
T202915,Super Kings Vs RCB,Super Kings,6.00,MSDhoni,not_out,2.00,3.00,0.00,0.00,66.66
T202915,Super Kings Vs RCB,RCB,1.00,ViratKohli,out,8.00,7.00,1.00,0.00,114.28
T202915,Super Kings Vs RCB,RCB,2.00,DevduttPadikkal,out,34.00,15.00,4.00,2.00,226.66
T202915,Super Kings Vs RCB,RCB,3.00,WashingtonSundar,out,7.00,11.00,1.00,0.00,63.63
T202915,Super Kings Vs RCB,RCB,4.00,GlennMaxwell,out,22.00,15.00,3.00,0.00,146.66
T202915,Super Kings Vs RCB,RCB,5.00,ABdeVilliers,out,4.00,9.00,0.00,0.00,44.44
T202915,Super Kings Vs RCB,RCB,6.00,DanChristian,out,1.00,3.00,0.00,0.00,33.33
T202915,Super Kings Vs RCB,RCB,7.00,KyleJamieson,out,16.00,13.00,1.00,1.00,123.07
T202915,Super Kings Vs RCB,RCB,8.00,HarshalPatel,out,0.00,8.00,0.00,0.00,0.00
T202915,Super Kings Vs RCB,RCB,9.00,NavdeepSaini,out,2.00,4.00,0.00,0.00,50.00
T202915,Super Kings Vs RCB,RCB,10.00,YuzvendraChahal,not_out,8.00,21.00,0.00,0.00,38.09
T202915,Super Kings Vs RCB,RCB,11.00,MohammedSiraj,not_out,12.00,14.00,0.00,1.00,85.71
T205585,KKR Vs Royals,KKR,1.00,NitishRana,out,22.00,25.00,1.00,1.00,88.00
T205585,KKR Vs Royals,KKR,2.00,ShubmanGill,out,11.00,19.00,1.00,0.00,57.89
T205585,KKR Vs Royals,KKR,3.00,RahulTripathi,out,36.00,26.00,1.00,2.00,138.46
T205585,KKR Vs Royals,KKR,4.00,SunilNarine,out,6.00,7.00,1.00,0.00,85.71
T205585,KKR Vs Royals,KKR,5.00,EoinMorgan,out,0.00,0.00,0.00,0.00,-
T205585,KKR Vs Royals,KKR,6.00,DineshKarthik,out,25.00,24.00,4.00,0.00,104.16
T205585,KKR Vs Royals,KKR,7.00,AndreRussell,out,9.00,7.00,0.00,1.00,128.57
T205585,KKR Vs Royals,KKR,8.00,PatCummins,out,10.00,6.00,0.00,1.00,166.66
T205585,KKR Vs Royals,KKR,9.00,ShivamMavi,out,5.00,7.00,1.00,0.00,71.42
T205585,KKR Vs Royals,KKR,10.00,PrasidhKrishna,not_out,0.00,0.00,0.00,0.00,-
T205585,KKR Vs Royals,Royals,1.00,JosButtler,out,5.00,7.00,1.00,0.00,71.42
T205585,KKR Vs Royals,Royals,2.00,YashasviJaiswal,out,22.00,17.00,5.00,0.00,129.41
T205585,KKR Vs Royals,Royals,3.00,SanjuSamson,not_out,42.00,41.00,2.00,1.00,102.43
T205585,KKR Vs Royals,Royals,4.00,ShivamDube,out,22.00,18.00,2.00,1.00,122.22
T205585,KKR Vs Royals,Royals,5.00,RahulTewatia,out,5.00,8.00,0.00,0.00,62.50
T205585,KKR Vs Royals,Royals,6.00,DavidMiller,not_out,24.00,23.00,3.00,0.00,104.34
T204808,Mumbai Vs Punjab Kings,Mumbai,1.00,QuintondeKock,out,3.00,5.00,0.00,0.00,60.00
T204808,Mumbai Vs Punjab Kings,Mumbai,2.00,RohitSharma,out,63.00,52.00,5.00,2.00,121.15
T204808,Mumbai Vs Punjab Kings,Mumbai,3.00,IshanKishan,out,6.00,17.00,0.00,0.00,35.29
T204808,Mumbai Vs Punjab Kings,Mumbai,4.00,SuryakumarYadav,out,33.00,27.00,3.00,1.00,122.22
T204808,Mumbai Vs Punjab Kings,Mumbai,5.00,KieronPollard,not_out,16.00,12.00,0.00,1.00,133.33
T204808,Mumbai Vs Punjab Kings,Mumbai,6.00,HardikPandya,out,1.00,4.00,0.00,0.00,25.00
T204808,Mumbai Vs Punjab Kings,Mumbai,7.00,KrunalPandya,out,3.00,3.00,0.00,0.00,100.00
T204808,Mumbai Vs Punjab Kings,Mumbai,8.00,JayantYadav,not_out,0.00,0.00,0.00,0.00,-
T204808,Mumbai Vs Punjab Kings,Punjab Kings,1.00,KLRahul,not_out,60.00,52.00,3.00,3.00,115.38
T204808,Mumbai Vs Punjab Kings,Punjab Kings,2.00,MayankAgarwal,out,25.00,20.00,4.00,1.00,125.00
T204808,Mumbai Vs Punjab Kings,Punjab Kings,3.00,ChrisGayle,not_out,43.00,35.00,5.00,2.00,122.85
T201545,Royals Vs RCB,Royals,1.00,JosButtler,out,8.00,8.00,2.00,0.00,100.00
T201545,Royals Vs RCB,Royals,2.00,MananVohra,out,7.00,9.00,1.00,0.00,77.77
T201545,Royals Vs RCB,Royals,3.00,SanjuSamson,out,21.00,18.00,2.00,1.00,116.66
T201545,Royals Vs RCB,Royals,4.00,DavidMiller,out,0.00,2.00,0.00,0.00,0.00
T201545,Royals Vs RCB,Royals,5.00,ShivamDube,out,46.00,32.00,5.00,2.00,143.75
T201545,Royals Vs RCB,Royals,6.00,RiyanParag,out,25.00,16.00,4.00,0.00,156.25
T201545,Royals Vs RCB,Royals,7.00,RahulTewatia,out,40.00,23.00,4.00,2.00,173.91
T201545,Royals Vs RCB,Royals,8.00,ChrisMorris,out,10.00,7.00,0.00,1.00,142.85
T201545,Royals Vs RCB,Royals,9.00,ShreyasGopal,not_out,7.00,4.00,0.00,1.00,175.00
T201545,Royals Vs RCB,Royals,10.00,ChetanSakariya,out,0.00,1.00,0.00,0.00,0.00
T201545,Royals Vs RCB,Royals,11.00,MustafizurRahman,not_out,0.00,0.00,0.00,0.00,-
T201545,Royals Vs RCB,RCB,1.00,ViratKohli,not_out,72.00,47.00,6.00,3.00,153.19
T201545,Royals Vs RCB,RCB,2.00,DevduttPadikkal,not_out,101.00,52.00,11.00,6.00,194.23
T202233,Super Kings Vs KKR,Super Kings,1.00,RuturajGaikwad,out,64.00,42.00,6.00,4.00,152.38
T202233,Super Kings Vs KKR,Super Kings,2.00,FafduPlessis,not_out,95.00,60.00,9.00,4.00,158.33
T202233,Super Kings Vs KKR,Super Kings,3.00,MoeenAli,out,25.00,12.00,2.00,2.00,208.33
T202233,Super Kings Vs KKR,Super Kings,4.00,MSDhoni,out,17.00,8.00,2.00,1.00,212.50
T202233,Super Kings Vs KKR,Super Kings,5.00,RavindraJadeja,not_out,6.00,1.00,0.00,1.00,600.00
T202233,Super Kings Vs KKR,KKR,1.00,NitishRana,out,9.00,12.00,2.00,0.00,75.00
T202233,Super Kings Vs KKR,KKR,2.00,ShubmanGill,out,0.00,1.00,0.00,0.00,0.00
T202233,Super Kings Vs KKR,KKR,3.00,RahulTripathi,out,8.00,9.00,1.00,0.00,88.88
T202233,Super Kings Vs KKR,KKR,4.00,EoinMorgan,out,7.00,7.00,1.00,0.00,100.00
T202233,Super Kings Vs KKR,KKR,5.00,SunilNarine,out,4.00,3.00,1.00,0.00,133.33
T202233,Super Kings Vs KKR,KKR,6.00,DineshKarthik,out,40.00,24.00,4.00,2.00,166.66
T202233,Super Kings Vs KKR,KKR,7.00,AndreRussell,out,54.00,22.00,3.00,6.00,245.45
T202233,Super Kings Vs KKR,KKR,8.00,PatCummins,not_out,66.00,34.00,4.00,6.00,194.11
T202233,Super Kings Vs KKR,KKR,9.00,KamleshNagarkoti,out,0.00,2.00,0.00,0.00,0.00
T202233,Super Kings Vs KKR,KKR,10.00,VarunChakravarthy,out,0.00,1.00,0.00,0.00,0.00
T202233,Super Kings Vs KKR,KKR,11.00,PrasidhKrishna,out,0.00,1.00,0.00,0.00,0.00
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,1.00,KLRahul,out,4.00,6.00,0.00,0.00,66.66
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,2.00,MayankAgarwal,out,22.00,25.00,2.00,0.00,88.00
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,3.00,ChrisGayle,out,15.00,17.00,2.00,0.00,88.23
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,4.00,NicholasPooran,out,0.00,0.00,0.00,0.00,-
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,5.00,DeepakHooda,out,13.00,11.00,2.00,0.00,118.18
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,6.00,MoisesHenriques,out,14.00,17.00,0.00,0.00,82.35
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,7.00,MShahrukhKhan,out,22.00,17.00,0.00,2.00,129.41
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,8.00,FabianAllen,out,6.00,11.00,0.00,0.00,54.54
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,9.00,MuruganAshwin,out,9.00,10.00,1.00,0.00,90.00
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,10.00,MohammedShami,out,3.00,3.00,0.00,0.00,100.00
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,11.00,ArshdeepSingh,not_out,1.00,2.00,0.00,0.00,50.00
T204912,Punjab Kings Vs Sunrisers,Sunrisers,1.00,DavidWarner,out,37.00,37.00,3.00,1.00,100.00
T204912,Punjab Kings Vs Sunrisers,Sunrisers,2.00,JonnyBairstow,not_out,63.00,56.00,3.00,3.00,112.50
T204912,Punjab Kings Vs Sunrisers,Sunrisers,3.00,KaneWilliamson,not_out,16.00,19.00,0.00,0.00,84.21
T207273,Mumbai Vs Capitals,Mumbai,1.00,RohitSharma,out,44.00,30.00,3.00,3.00,146.66
T207273,Mumbai Vs Capitals,Mumbai,2.00,QuintondeKock,out,2.00,4.00,0.00,0.00,50.00
T207273,Mumbai Vs Capitals,Mumbai,3.00,SuryakumarYadav,out,24.00,15.00,4.00,0.00,160.00
T207273,Mumbai Vs Capitals,Mumbai,4.00,IshanKishan,out,26.00,28.00,1.00,1.00,92.85
T207273,Mumbai Vs Capitals,Mumbai,5.00,HardikPandya,out,0.00,1.00,0.00,0.00,0.00
T207273,Mumbai Vs Capitals,Mumbai,6.00,KrunalPandya,out,1.00,5.00,0.00,0.00,20.00
T207273,Mumbai Vs Capitals,Mumbai,7.00,KieronPollard,out,2.00,5.00,0.00,0.00,40.00
T207273,Mumbai Vs Capitals,Mumbai,8.00,JayantYadav,out,23.00,22.00,1.00,0.00,104.54
T207273,Mumbai Vs Capitals,Mumbai,9.00,RahulChahar,out,6.00,6.00,1.00,0.00,100.00
T207273,Mumbai Vs Capitals,Mumbai,10.00,JaspritBumrah,not_out,3.00,3.00,0.00,0.00,100.00
T207273,Mumbai Vs Capitals,Mumbai,11.00,TrentBoult,not_out,1.00,1.00,0.00,0.00,100.00
T207273,Mumbai Vs Capitals,Capitals,1.00,PrithviShaw,out,7.00,5.00,1.00,0.00,140.00
T207273,Mumbai Vs Capitals,Capitals,2.00,ShikharDhawan,out,45.00,42.00,5.00,1.00,107.14
T207273,Mumbai Vs Capitals,Capitals,3.00,StevenSmith,out,33.00,29.00,4.00,0.00,113.79
T207273,Mumbai Vs Capitals,Capitals,4.00,LalitYadav,not_out,22.00,25.00,1.00,0.00,88.00
T207273,Mumbai Vs Capitals,Capitals,5.00,RishabhPant,out,7.00,8.00,1.00,0.00,87.50
T207273,Mumbai Vs Capitals,Capitals,6.00,ShimronHetmyer,not_out,14.00,9.00,2.00,0.00,155.55
T209089,Super Kings Vs Royals,Super Kings,1.00,RuturajGaikwad,out,10.00,13.00,1.00,0.00,76.92
T209089,Super Kings Vs Royals,Super Kings,2.00,FafduPlessis,out,33.00,17.00,4.00,2.00,194.11
T209089,Super Kings Vs Royals,Super Kings,3.00,MoeenAli,out,26.00,20.00,1.00,2.00,130.00
T209089,Super Kings Vs Royals,Super Kings,4.00,SureshRaina,out,18.00,15.00,1.00,1.00,120.00
T209089,Super Kings Vs Royals,Super Kings,5.00,AmbatiRayudu,out,27.00,17.00,0.00,3.00,158.82
T209089,Super Kings Vs Royals,Super Kings,6.00,RavindraJadeja,out,8.00,7.00,1.00,0.00,114.28
T209089,Super Kings Vs Royals,Super Kings,7.00,MSDhoni,out,18.00,17.00,2.00,0.00,105.88
T209089,Super Kings Vs Royals,Super Kings,8.00,SamCurran,out,13.00,6.00,0.00,1.00,216.66
T209089,Super Kings Vs Royals,Super Kings,9.00,DwayneBravo,not_out,20.00,8.00,2.00,1.00,250.00
T209089,Super Kings Vs Royals,Super Kings,10.00,ShardulThakur,out,1.00,1.00,0.00,0.00,100.00
T209089,Super Kings Vs Royals,Super Kings,11.00,DeepakChahar,not_out,0.00,0.00,0.00,0.00,-
T209089,Super Kings Vs Royals,Royals,1.00,JosButtler,out,49.00,35.00,5.00,2.00,140.00
T209089,Super Kings Vs Royals,Royals,2.00,MananVohra,out,14.00,11.00,1.00,1.00,127.27
T209089,Super Kings Vs Royals,Royals,3.00,SanjuSamson,out,1.00,5.00,0.00,0.00,20.00
T209089,Super Kings Vs Royals,Royals,4.00,ShivamDube,out,17.00,20.00,2.00,0.00,85.00
T209089,Super Kings Vs Royals,Royals,5.00,DavidMiller,out,2.00,5.00,0.00,0.00,40.00
T209089,Super Kings Vs Royals,Royals,6.00,RiyanParag,out,3.00,7.00,0.00,0.00,42.85
T209089,Super Kings Vs Royals,Royals,7.00,RahulTewatia,out,20.00,15.00,0.00,2.00,133.33
T209089,Super Kings Vs Royals,Royals,8.00,ChrisMorris,out,0.00,2.00,0.00,0.00,0.00
T209089,Super Kings Vs Royals,Royals,9.00,JaydevUnadkat,out,24.00,17.00,2.00,1.00,141.17
T209089,Super Kings Vs Royals,Royals,10.00,ChetanSakariya,not_out,0.00,0.00,0.00,0.00,-
T209089,Super Kings Vs Royals,Royals,11.00,MustafizurRahman,not_out,0.00,4.00,0.00,0.00,0.00
T209593,Punjab Kings Vs Capitals,Punjab Kings,1.00,KLRahul,out,61.00,51.00,7.00,2.00,119.60
T209593,Punjab Kings Vs Capitals,Punjab Kings,2.00,MayankAgarwal,out,69.00,36.00,7.00,4.00,191.66
T209593,Punjab Kings Vs Capitals,Punjab Kings,3.00,ChrisGayle,out,11.00,9.00,0.00,1.00,122.22
T209593,Punjab Kings Vs Capitals,Punjab Kings,4.00,DeepakHooda,not_out,22.00,13.00,0.00,2.00,169.23
T209593,Punjab Kings Vs Capitals,Punjab Kings,5.00,NicholasPooran,out,9.00,8.00,1.00,0.00,112.50
T209593,Punjab Kings Vs Capitals,Punjab Kings,6.00,MShahrukhKhan,not_out,15.00,5.00,2.00,1.00,300.00
T209593,Punjab Kings Vs Capitals,Capitals,1.00,PrithviShaw,out,32.00,17.00,3.00,2.00,188.23
T209593,Punjab Kings Vs Capitals,Capitals,2.00,ShikharDhawan,out,92.00,49.00,13.00,2.00,187.75
T209593,Punjab Kings Vs Capitals,Capitals,3.00,StevenSmith,out,9.00,12.00,0.00,0.00,75.00
T209593,Punjab Kings Vs Capitals,Capitals,4.00,RishabhPant,out,15.00,16.00,0.00,1.00,93.75
T209593,Punjab Kings Vs Capitals,Capitals,5.00,MarcusStoinis,not_out,27.00,13.00,3.00,1.00,207.69
T209593,Punjab Kings Vs Capitals,Capitals,6.00,LalitYadav,not_out,12.00,6.00,2.00,0.00,200.00
T202791,RCB Vs KKR,RCB,1.00,ViratKohli,out,5.00,6.00,1.00,0.00,83.33
T202791,RCB Vs KKR,RCB,2.00,DevduttPadikkal,out,25.00,28.00,2.00,0.00,89.28
T202791,RCB Vs KKR,RCB,3.00,RajatPatidar,out,1.00,2.00,0.00,0.00,50.00
T202791,RCB Vs KKR,RCB,4.00,GlennMaxwell,out,78.00,49.00,9.00,3.00,159.18
T202791,RCB Vs KKR,RCB,5.00,ABdeVilliers,not_out,76.00,34.00,9.00,3.00,223.52
T202791,RCB Vs KKR,RCB,6.00,KyleJamieson,not_out,11.00,4.00,1.00,1.00,275.00
T202791,RCB Vs KKR,KKR,1.00,NitishRana,out,18.00,11.00,2.00,1.00,163.63
T202791,RCB Vs KKR,KKR,2.00,ShubmanGill,out,21.00,9.00,2.00,2.00,233.33
T202791,RCB Vs KKR,KKR,3.00,RahulTripathi,out,25.00,20.00,5.00,0.00,125.00
T202791,RCB Vs KKR,KKR,4.00,EoinMorgan,out,29.00,23.00,1.00,2.00,126.08
T202791,RCB Vs KKR,KKR,5.00,DineshKarthik,out,2.00,5.00,0.00,0.00,40.00
T202791,RCB Vs KKR,KKR,6.00,ShakibAlHasan,out,26.00,25.00,1.00,1.00,104.00
T202791,RCB Vs KKR,KKR,7.00,AndreRussell,out,31.00,20.00,3.00,2.00,155.00
T202791,RCB Vs KKR,KKR,8.00,PatCummins,out,6.00,2.00,0.00,1.00,300.00
T202791,RCB Vs KKR,KKR,9.00,HarbhajanSingh,not_out,2.00,2.00,0.00,0.00,100.00
T202791,RCB Vs KKR,KKR,10.00,VarunChakravarthy,not_out,2.00,3.00,0.00,0.00,66.66
T201372,Mumbai Vs Sunrisers,Mumbai,1.00,QuintondeKock,out,40.00,39.00,5.00,0.00,102.56
T201372,Mumbai Vs Sunrisers,Mumbai,2.00,RohitSharma,out,32.00,25.00,2.00,2.00,128.00
T201372,Mumbai Vs Sunrisers,Mumbai,3.00,SuryakumarYadav,out,10.00,6.00,1.00,1.00,166.66
T201372,Mumbai Vs Sunrisers,Mumbai,4.00,IshanKishan,out,12.00,21.00,0.00,0.00,57.14
T201372,Mumbai Vs Sunrisers,Mumbai,5.00,KieronPollard,not_out,35.00,22.00,1.00,3.00,159.09
T201372,Mumbai Vs Sunrisers,Mumbai,6.00,HardikPandya,out,7.00,5.00,1.00,0.00,140.00
T201372,Mumbai Vs Sunrisers,Mumbai,7.00,KrunalPandya,not_out,3.00,3.00,0.00,0.00,100.00
T201372,Mumbai Vs Sunrisers,Sunrisers,1.00,DavidWarner,out,36.00,34.00,2.00,2.00,105.88
T201372,Mumbai Vs Sunrisers,Sunrisers,2.00,JonnyBairstow,out,43.00,22.00,3.00,4.00,195.45
T201372,Mumbai Vs Sunrisers,Sunrisers,3.00,ManishPandey,out,2.00,7.00,0.00,0.00,28.57
T201372,Mumbai Vs Sunrisers,Sunrisers,4.00,ViratSingh,out,11.00,12.00,1.00,0.00,91.66
T201372,Mumbai Vs Sunrisers,Sunrisers,5.00,VijayShankar,out,28.00,25.00,0.00,2.00,112.00
T201372,Mumbai Vs Sunrisers,Sunrisers,6.00,AbhishekSharma,out,2.00,4.00,0.00,0.00,50.00
T201372,Mumbai Vs Sunrisers,Sunrisers,7.00,AbdulSamad,out,7.00,8.00,1.00,0.00,87.50
T201372,Mumbai Vs Sunrisers,Sunrisers,8.00,RashidKhan,out,0.00,1.00,0.00,0.00,0.00
T201372,Mumbai Vs Sunrisers,Sunrisers,9.00,BhuvneshwarKumar,out,1.00,2.00,0.00,0.00,50.00
T201372,Mumbai Vs Sunrisers,Sunrisers,10.00,MujeebUrRahman,not_out,1.00,1.00,0.00,0.00,100.00
T201372,Mumbai Vs Sunrisers,Sunrisers,11.00,KhaleelAhmed,out,1.00,2.00,0.00,0.00,50.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,1.00,KLRahul,out,5.00,7.00,1.00,0.00,71.42
T205292,Punjab Kings Vs Super Kings,Punjab Kings,2.00,MayankAgarwal,out,0.00,2.00,0.00,0.00,0.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,3.00,ChrisGayle,out,10.00,10.00,2.00,0.00,100.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,4.00,DeepakHooda,out,10.00,15.00,1.00,0.00,66.66
T205292,Punjab Kings Vs Super Kings,Punjab Kings,5.00,NicholasPooran,out,0.00,2.00,0.00,0.00,0.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,6.00,MShahrukhKhan,out,47.00,36.00,4.00,2.00,130.55
T205292,Punjab Kings Vs Super Kings,Punjab Kings,7.00,JhyeRichardson,out,15.00,22.00,2.00,0.00,68.18
T205292,Punjab Kings Vs Super Kings,Punjab Kings,8.00,MuruganAshwin,out,6.00,14.00,0.00,0.00,42.85
T205292,Punjab Kings Vs Super Kings,Punjab Kings,9.00,MohammedShami,not_out,9.00,12.00,0.00,0.00,75.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,10.00,RileyMeredith,not_out,0.00,0.00,0.00,0.00,-
T205292,Punjab Kings Vs Super Kings,Super Kings,1.00,RuturajGaikwad,out,5.00,16.00,0.00,0.00,31.25
T205292,Punjab Kings Vs Super Kings,Super Kings,2.00,FafduPlessis,not_out,36.00,33.00,3.00,1.00,109.09
T205292,Punjab Kings Vs Super Kings,Super Kings,3.00,MoeenAli,out,46.00,31.00,7.00,1.00,148.38
T205292,Punjab Kings Vs Super Kings,Super Kings,4.00,SureshRaina,out,8.00,9.00,1.00,0.00,88.88
T205292,Punjab Kings Vs Super Kings,Super Kings,5.00,AmbatiRayudu,out,0.00,1.00,0.00,0.00,0.00
T205292,Punjab Kings Vs Super Kings,Super Kings,6.00,SamCurran,not_out,5.00,4.00,1.00,0.00,125.00
T203570,Capitals Vs Royals,Capitals,1.00,PrithviShaw,out,2.00,5.00,0.00,0.00,40.00
T203570,Capitals Vs Royals,Capitals,2.00,ShikharDhawan,out,9.00,11.00,1.00,0.00,81.81
T203570,Capitals Vs Royals,Capitals,3.00,AjinkyaRahane,out,8.00,8.00,1.00,0.00,100.00
T203570,Capitals Vs Royals,Capitals,4.00,RishabhPant,out,51.00,32.00,9.00,0.00,159.37
T203570,Capitals Vs Royals,Capitals,5.00,MarcusStoinis,out,0.00,5.00,0.00,0.00,0.00
T203570,Capitals Vs Royals,Capitals,6.00,LalitYadav,out,20.00,24.00,3.00,0.00,83.33
T203570,Capitals Vs Royals,Capitals,7.00,TomCurran,out,21.00,16.00,2.00,0.00,131.25
T203570,Capitals Vs Royals,Capitals,8.00,ChrisWoakes,not_out,15.00,11.00,2.00,0.00,136.36
T203570,Capitals Vs Royals,Capitals,9.00,RavichandranAshwin,out,7.00,4.00,1.00,0.00,175.00
T203570,Capitals Vs Royals,Capitals,10.00,KagisoRabada,not_out,9.00,4.00,1.00,0.00,225.00
T203570,Capitals Vs Royals,Royals,1.00,JosButtler,out,2.00,7.00,0.00,0.00,28.57
T203570,Capitals Vs Royals,Royals,2.00,MananVohra,out,9.00,11.00,2.00,0.00,81.81
T203570,Capitals Vs Royals,Royals,3.00,SanjuSamson,out,4.00,3.00,1.00,0.00,133.33
T203570,Capitals Vs Royals,Royals,4.00,ShivamDube,out,2.00,7.00,0.00,0.00,28.57
T203570,Capitals Vs Royals,Royals,5.00,DavidMiller,out,62.00,43.00,7.00,2.00,144.18
T203570,Capitals Vs Royals,Royals,6.00,RiyanParag,out,2.00,5.00,0.00,0.00,40.00
T203570,Capitals Vs Royals,Royals,7.00,RahulTewatia,out,19.00,17.00,2.00,0.00,111.76
T203570,Capitals Vs Royals,Royals,8.00,ChrisMorris,not_out,36.00,18.00,0.00,4.00,200.00
T203570,Capitals Vs Royals,Royals,9.00,JaydevUnadkat,not_out,11.00,7.00,0.00,1.00,157.14
T202204,RCB Vs Sunrisers,RCB,1.00,ViratKohli,out,33.00,29.00,4.00,0.00,113.79
T202204,RCB Vs Sunrisers,RCB,2.00,DevduttPadikkal,out,11.00,13.00,2.00,0.00,84.61
T202204,RCB Vs Sunrisers,RCB,3.00,ShahbazAhmed,out,14.00,10.00,0.00,1.00,140.00
T202204,RCB Vs Sunrisers,RCB,4.00,GlennMaxwell,out,59.00,41.00,5.00,3.00,143.90
T202204,RCB Vs Sunrisers,RCB,5.00,ABdeVilliers,out,1.00,5.00,0.00,0.00,20.00
T202204,RCB Vs Sunrisers,RCB,6.00,WashingtonSundar,out,8.00,11.00,1.00,0.00,72.72
T202204,RCB Vs Sunrisers,RCB,7.00,DanChristian,out,1.00,2.00,0.00,0.00,50.00
T202204,RCB Vs Sunrisers,RCB,8.00,KyleJamieson,out,12.00,9.00,2.00,0.00,133.33
T202204,RCB Vs Sunrisers,RCB,9.00,HarshalPatel,not_out,0.00,0.00,0.00,0.00,-
T202204,RCB Vs Sunrisers,Sunrisers,1.00,WriddhimanSaha,out,1.00,9.00,0.00,0.00,11.11
T202204,RCB Vs Sunrisers,Sunrisers,2.00,DavidWarner,out,54.00,37.00,7.00,1.00,145.94
T202204,RCB Vs Sunrisers,Sunrisers,3.00,ManishPandey,out,38.00,39.00,2.00,2.00,97.43
T202204,RCB Vs Sunrisers,Sunrisers,4.00,JonnyBairstow,out,12.00,13.00,1.00,0.00,92.30
T202204,RCB Vs Sunrisers,Sunrisers,5.00,AbdulSamad,out,0.00,2.00,0.00,0.00,0.00
T202204,RCB Vs Sunrisers,Sunrisers,6.00,VijayShankar,out,3.00,5.00,0.00,0.00,60.00
T202204,RCB Vs Sunrisers,Sunrisers,7.00,JasonHolder,out,4.00,5.00,0.00,0.00,80.00
T202204,RCB Vs Sunrisers,Sunrisers,8.00,RashidKhan,out,17.00,9.00,1.00,1.00,188.88
T202204,RCB Vs Sunrisers,Sunrisers,9.00,BhuvneshwarKumar,not_out,2.00,2.00,0.00,0.00,100.00
T202204,RCB Vs Sunrisers,Sunrisers,10.00,ShahbazNadeem,out,0.00,1.00,0.00,0.00,0.00
T202204,RCB Vs Sunrisers,Sunrisers,11.00,TNatarajan,not_out,0.00,0.00,0.00,0.00,-
T209194,Mumbai Vs KKR,Mumbai,1.00,RohitSharma,out,43.00,32.00,3.00,1.00,134.37
T209194,Mumbai Vs KKR,Mumbai,2.00,QuintondeKock,out,2.00,6.00,0.00,0.00,33.33
T209194,Mumbai Vs KKR,Mumbai,3.00,SuryakumarYadav,out,56.00,36.00,7.00,2.00,155.55
T209194,Mumbai Vs KKR,Mumbai,4.00,IshanKishan,out,1.00,3.00,0.00,0.00,33.33
T209194,Mumbai Vs KKR,Mumbai,5.00,HardikPandya,out,15.00,17.00,2.00,0.00,88.23
T209194,Mumbai Vs KKR,Mumbai,6.00,KieronPollard,out,5.00,8.00,1.00,0.00,62.50
T209194,Mumbai Vs KKR,Mumbai,7.00,KrunalPandya,out,15.00,9.00,3.00,0.00,166.66
T209194,Mumbai Vs KKR,Mumbai,8.00,MarcoJansen,out,0.00,1.00,0.00,0.00,0.00
T209194,Mumbai Vs KKR,Mumbai,9.00,RahulChahar,out,8.00,7.00,0.00,0.00,114.28
T209194,Mumbai Vs KKR,Mumbai,10.00,JaspritBumrah,out,0.00,1.00,0.00,0.00,0.00
T209194,Mumbai Vs KKR,Mumbai,11.00,TrentBoult,not_out,0.00,0.00,0.00,0.00,-
T209194,Mumbai Vs KKR,KKR,1.00,NitishRana,out,57.00,47.00,6.00,2.00,121.27
T209194,Mumbai Vs KKR,KKR,2.00,ShubmanGill,out,33.00,24.00,5.00,1.00,137.50
T209194,Mumbai Vs KKR,KKR,3.00,RahulTripathi,out,5.00,5.00,0.00,0.00,100.00
T209194,Mumbai Vs KKR,KKR,4.00,EoinMorgan,out,7.00,7.00,1.00,0.00,100.00
T209194,Mumbai Vs KKR,KKR,5.00,ShakibAlHasan,out,9.00,9.00,1.00,0.00,100.00
T209194,Mumbai Vs KKR,KKR,6.00,DineshKarthik,not_out,8.00,11.00,0.00,0.00,72.72
